matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
m_209,p_3,open play,right foot,10.23,-11.72,1,0,medium,8,30,goal
m_239,p_59,open play,head,7.23,0.75,2,0,medium,51,25,saved by keeper
m_24,p_22,open play,right foot,21.7,21.45,3,0,medium,93,2,saved by keeper
m_219,p_159,open play,right foot,25.44,-2,3,0,low,76,25,saved by keeper
m_160,p_92,open play,head,11.47,9.98,2,0,medium,36,49,missed chance
m_191,p_106,open play,right foot,7.98,-1.25,4,0,medium,41,14,blocked shot
m_110,p_10,open play,right foot,11.22,10.47,2,0,medium,0,18,blocked shot
m_93,p_77,open play,right foot,17.21,12.97,3,0,high,62,38,blocked shot
m_13,p_25,open play,right foot,9.98,-13.97,2,0,medium,72,50,missed chance
m_90,p_31,open play,right foot,29.18,-2.99,1,0,high,46,58,missed chance
m_150,p_38,open play,left foot,9.23,-6.73,2,0,high,33,11,saved by keeper
m_222,p_42,open play,head,10.47,-2.74,2,0,high,3,51,saved by keeper
m_15,p_119,open play,right foot,9.73,-10.23,2,0,high,55,13,saved by keeper
m_237,p_11,open play,right foot,26.43,4.99,2,0,medium,24,9,saved by keeper
m_101,p_2,open play,right foot,13.97,-9.73,1,0,medium,29,41,goal
m_163,p_119,open play,head,9.73,5.24,2,0,low,45,6,blocked shot
m_207,p_153,open play,right foot,16.46,-9.73,4,1,low,81,9,saved by keeper
m_69,p_72,open play,right foot,10.23,1.75,3,0,low,0,46,goal
m_66,p_128,free kick,right foot,27.18,-9.23,8,3,low,27,22,saved by keeper
m_54,p_92,open play,head,8.98,-1.75,3,1,medium,36,51,missed chance
m_75,p_139,open play,head,7.23,5.49,1,0,medium,29,51,saved by keeper
m_54,p_118,open play,left foot,23.19,2.74,2,1,medium,73,33,saved by keeper
m_120,p_13,open play,left foot,14.96,-12.47,1,0,low,85,49,missed chance
m_218,p_46,open play,right foot,9.73,17.96,3,0,medium,84,45,missed chance
m_170,p_15,open play,head,6.98,3.24,2,1,medium,85,8,missed chance
m_211,p_132,open play,left foot,14.22,2.24,2,0,low,61,2,saved by keeper
m_210,p_65,open play,left foot,3.24,8.48,4,0,low,45,28,missed chance
m_77,p_20,open play,right foot,6.48,-1,1,0,low,45,3,goal
m_114,p_157,open play,left foot,9.73,11.47,1,0,low,66,4,blocked shot
m_240,p_1,open play,right foot,24.94,-6.48,4,1,low,38,12,blocked shot
m_199,p_132,open play,right foot,11.22,8.23,2,0,low,96,28,blocked shot
m_113,p_133,open play,right foot,6.48,-2.24,3,0,low,75,4,missed chance
m_82,p_113,open play,left foot,24.69,12.47,3,1,low,12,15,blocked shot
m_222,p_22,open play,right foot,24.94,-1.25,3,0,high,53,53,saved by keeper
m_173,p_155,open play,right foot,11.22,-13.97,2,0,medium,16,37,missed chance
m_15,p_101,open play,right foot,14.46,6.48,3,0,medium,70,21,saved by keeper
m_40,p_61,open play,right foot,4.99,1,0,0,low,25,34,goal
m_149,p_37,open play,right foot,7.48,-10.23,3,0,high,68,53,hit the post
m_123,p_84,free kick,left foot,20.45,-4.74,7,2,low,19,30,goal
m_1,p_46,penalty,right foot,10.97,0,1,0,low,59,17,goal
m_8,p_81,open play,right foot,18.7,2.99,2,0,medium,11,45,goal
m_109,p_33,open play,right foot,24.69,-10.23,3,0,low,47,19,missed chance
m_222,p_98,open play,right foot,20.95,0.5,6,1,low,53,56,missed chance
m_118,p_149,free kick,right foot,20.2,15.46,7,1,low,83,57,saved by keeper
m_134,p_136,open play,right foot,14.22,10.97,3,0,medium,80,52,missed chance
m_113,p_71,open play,left foot,20.45,-4.24,7,2,low,86,8,missed chance
m_158,p_103,open play,left foot,8.98,-1.25,1,0,medium,19,17,missed chance
m_209,p_6,open play,left foot,21.2,-17.46,4,0,medium,61,57,missed chance
m_221,p_29,open play,head,12.22,-6.73,2,0,low,67,50,saved by keeper
m_66,p_12,open play,right foot,4.24,-11.97,2,0,high,19,8,saved by keeper
m_76,p_68,open play,right foot,20.7,11.72,3,0,low,79,48,saved by keeper
m_27,p_143,open play,right foot,19.95,1.5,3,0,medium,21,7,missed chance
m_78,p_155,open play,right foot,8.23,-12.97,5,1,medium,74,32,missed chance
m_32,p_8,open play,right foot,8.73,-10.72,2,0,medium,13,32,missed chance
m_239,p_92,open play,left foot,12.72,17.96,1,0,medium,79,0,missed chance
m_44,p_102,open play,head,8.73,1.5,2,0,medium,12,20,missed chance
m_109,p_58,open play,right foot,24.19,-0.5,3,0,low,76,59,goal
m_87,p_137,open play,left foot,27.93,-0.75,4,1,low,2,35,saved by keeper
m_128,p_77,open play,left foot,10.23,9.73,2,0,low,14,43,saved by keeper
m_110,p_9,open play,right foot,14.96,-14.46,3,1,low,87,28,saved by keeper
m_61,p_152,open play,head,2.74,2.24,2,1,medium,24,37,goal
m_129,p_157,open play,head,3.74,-4.74,1,0,low,75,32,saved by keeper
m_146,p_24,open play,right foot,13.97,-2.99,3,0,medium,22,31,saved by keeper
m_132,p_138,open play,left foot,10.23,-3.49,1,0,low,40,41,missed chance
m_68,p_85,open play,left foot,10.47,14.71,2,0,medium,32,13,missed chance
m_81,p_97,open play,head,13.97,-1.5,2,0,low,2,56,saved by keeper
m_143,p_49,open play,left foot,6.24,-4.49,2,0,high,41,58,saved by keeper
m_6,p_88,open play,left foot,13.72,8.48,2,0,low,89,52,blocked shot
m_236,p_130,open play,right foot,6.48,-5.24,2,0,medium,20,56,blocked shot
m_156,p_147,free kick,right foot,27.93,14.22,5,1,low,8,17,missed chance
m_173,p_124,open play,right foot,9.73,9.48,1,0,medium,18,21,hit the post
m_224,p_86,open play,left foot,27.93,1.25,6,1,low,78,25,missed chance
m_98,p_153,open play,right foot,27.43,17.21,2,0,medium,63,27,missed chance
m_220,p_152,open play,right foot,14.71,16.46,2,0,medium,26,24,blocked shot
m_234,p_20,open play,right foot,11.22,-13.72,2,0,high,76,47,saved by keeper
m_153,p_51,open play,left foot,12.22,10.47,1,0,medium,52,16,goal
m_151,p_105,open play,head,3.74,-0.5,0,0,medium,50,15,goal
m_179,p_83,open play,right foot,22.2,-13.97,2,0,medium,40,30,missed chance
m_153,p_22,open play,right foot,9.23,-1.25,1,0,,33,48,
m_177,p_141,free kick,right foot,20.2,14.96,5,1,low,86,11,goal
m_160,p_48,open play,right foot,13.47,-5.74,5,2,low,67,13,saved by keeper
m_235,p_77,open play,left foot,10.47,3.74,1,0,medium,61,37,saved by keeper
m_119,p_96,open play,right foot,22.69,-9.73,3,1,low,41,24,saved by keeper
m_158,p_134,open play,right foot,25.19,-10.97,3,0,low,82,49,blocked shot
m_143,p_96,open play,head,9.73,-9.73,2,1,high,36,46,missed chance
m_46,p_73,open play,right foot,11.22,-6.48,1,0,low,91,3,missed chance
m_175,p_100,open play,left foot,15.21,17.21,4,1,medium,45,5,missed chance
m_180,p_130,open play,right foot,10.97,-10.97,3,1,low,47,33,blocked shot
m_97,p_142,open play,head,4.24,0.75,2,0,medium,11,3,blocked shot
m_209,p_138,open play,head,2.49,0.25,1,0,medium,53,11,goal
m_11,p_154,open play,left foot,16.96,-9.98,3,1,medium,47,19,blocked shot
m_47,p_136,open play,right foot,12.47,-9.23,1,0,low,81,3,missed chance
m_157,p_107,open play,head,4.74,-0.75,2,0,low,69,19,goal
m_238,p_159,open play,right foot,10.97,-8.98,2,0,high,39,11,blocked shot
m_47,p_38,open play,right foot,20.7,-11.22,2,1,medium,88,6,missed chance
m_160,p_97,open play,right foot,10.47,-6.73,1,0,medium,61,14,goal
m_20,p_27,open play,left foot,10.23,5.49,1,0,low,57,25,saved by keeper
m_125,p_55,open play,right foot,19.45,15.46,3,0,medium,6,44,blocked shot
m_106,p_151,open play,right foot,7.23,14.22,2,0,high,65,37,missed chance
m_16,p_36,open play,right foot,8.48,-13.47,2,0,low,60,21,missed chance
m_58,p_119,open play,left foot,10.47,13.22,1,0,medium,58,9,goal
m_119,p_10,open play,right foot,28.43,12.97,2,0,medium,57,40,missed chance
m_46,p_2,open play,right foot,11.97,7.73,2,0,medium,92,7,blocked shot
m_239,p_140,open play,right foot,8.23,5.24,1,0,low,78,17,saved by keeper
m_154,p_96,open play,right foot,18.95,-2.24,1,0,medium,79,39,saved by keeper
m_102,p_94,open play,head,8.98,-0.5,2,0,high,72,37,blocked shot
m_2,p_127,open play,right foot,3.24,7.48,1,0,high,22,14,goal
m_160,p_25,open play,left foot,8.73,14.96,1,0,medium,52,10,saved by keeper
m_36,p_105,open play,right foot,19.7,15.71,2,0,medium,49,38,missed chance
m_191,p_103,open play,right foot,23.44,12.47,4,2,medium,30,12,missed chance
m_19,p_75,open play,right foot,20.45,-2.74,2,0,medium,84,46,blocked shot
m_144,p_145,open play,left foot,10.47,3.49,1,0,low,60,41,goal
m_100,p_58,open play,left foot,18.21,-0.5,1,0,medium,4,10,saved by keeper
m_1,p_58,open play,left foot,5.49,4.24,1,0,low,44,39,goal
m_99,p_42,open play,left foot,23.44,22.2,2,0,low,56,38,missed chance
m_128,p_42,open play,right foot,10.23,9.98,3,0,high,92,58,blocked shot
m_190,p_117,open play,left foot,18.45,10.72,2,0,high,28,0,blocked shot
m_117,p_151,open play,left foot,6.98,6.98,3,1,low,89,37,saved by keeper
m_162,p_21,open play,right foot,20.7,2,2,0,low,46,32,blocked shot
m_96,p_22,open play,right foot,7.98,1,1,0,low,56,13,saved by keeper
m_188,p_38,open play,right foot,26.68,-3.99,2,0,medium,26,22,blocked shot
m_32,p_23,open play,left foot,4.24,-2,2,0,medium,80,50,blocked shot
m_131,p_50,open play,left foot,24.69,2.99,1,0,medium,86,24,goal
m_103,p_105,open play,right foot,10.47,12.47,3,0,medium,12,28,blocked shot
m_27,p_73,open play,right foot,11.22,1.75,3,1,low,21,44,saved by keeper
m_23,p_159,open play,left foot,6.24,-2.24,1,0,medium,52,35,saved by keeper
m_203,p_27,open play,left foot,21.95,-8.23,2,0,low,44,57,missed chance
m_108,p_160,open play,right foot,14.22,-0.75,1,0,medium,64,47,saved by keeper
m_106,p_89,open play,right foot,24.19,0.75,3,1,medium,22,11,blocked shot
m_228,p_81,open play,right foot,28.18,3.49,5,1,medium,58,32,missed chance
m_141,p_102,open play,head,8.73,-3.99,3,0,high,3,55,goal
m_27,p_33,open play,head,6.48,5.49,3,0,medium,26,22,saved by keeper
m_219,p_133,open play,left foot,4.99,-5.99,2,1,medium,62,9,blocked shot
m_159,p_47,open play,right foot,2.99,-9.48,1,0,low,69,18,goal
m_45,p_75,open play,head,10.97,-4.99,2,0,low,12,52,saved by keeper
m_232,p_144,open play,right foot,11.47,1.75,3,0,medium,91,29,goal
m_171,p_141,open play,left foot,11.97,11.72,1,0,medium,84,34,missed chance
m_128,p_36,open play,right foot,13.97,-0.75,5,2,medium,31,4,blocked shot
m_122,p_144,open play,head,9.23,-1.25,1,0,medium,51,17,missed chance
m_113,p_133,open play,left foot,8.48,-14.96,3,1,medium,58,24,blocked shot
m_153,p_36,free kick,left foot,17.71,7.48,6,2,low,84,52,blocked shot
m_213,p_132,open play,head,7.23,-1.5,2,0,high,52,22,blocked shot
m_24,p_20,open play,right foot,12.22,-11.22,2,0,medium,45,56,hit the post
m_102,p_135,penalty,right foot,10.97,0,1,0,low,29,42,saved by keeper
m_135,p_41,open play,other,6.73,1.5,1,0,low,86,21,goal
m_130,p_15,open play,left foot,10.97,4.74,1,0,low,9,10,missed chance
m_84,p_19,open play,right foot,20.95,5.74,2,0,medium,51,49,missed chance
m_111,p_10,open play,head,8.73,-2.99,1,0,medium,7,15,missed chance
m_192,p_38,open play,head,11.22,-4.24,4,0,medium,67,14,blocked shot
m_234,p_158,open play,left foot,13.47,10.97,2,1,low,66,46,saved by keeper
m_51,p_75,open play,head,9.73,2.49,3,0,medium,76,23,blocked shot
m_81,p_33,open play,right foot,13.47,11.47,3,0,high,4,14,blocked shot
m_102,p_25,open play,head,10.72,4.49,2,0,medium,48,38,saved by keeper
m_218,p_6,open play,right foot,11.97,-2.49,2,0,low,92,6,goal
m_20,p_159,open play,right foot,10.23,-14.22,5,1,medium,28,26,blocked shot
m_34,p_67,free kick,right foot,31.92,2.74,3,1,low,69,9,missed chance
m_183,p_20,open play,right foot,19.45,9.23,5,1,low,5,37,blocked shot
m_125,p_56,open play,left foot,10.23,10.47,1,0,medium,26,53,missed chance
m_86,p_35,open play,head,13.22,8.98,1,0,medium,42,50,saved by keeper
m_167,p_101,free kick,right foot,25.19,5.24,6,1,low,73,11,saved by keeper
m_167,p_92,open play,head,13.22,5.24,1,0,medium,74,30,missed chance
m_27,p_18,open play,left foot,21.7,4.49,2,0,medium,65,35,goal
m_65,p_52,open play,left foot,24.19,-16.21,2,0,low,40,25,missed chance
m_125,p_10,open play,right foot,14.96,0.25,3,0,low,73,40,hit the post
m_203,p_22,open play,head,9.23,-5.99,4,1,low,19,28,goal
m_24,p_151,open play,head,8.48,-0.75,2,0,high,8,53,hit the post
m_92,p_142,open play,right foot,19.45,15.71,2,0,medium,40,57,goal
m_8,p_119,open play,left foot,18.95,-2.24,4,0,high,41,50,blocked shot
m_102,p_130,open play,right foot,9.98,-2.49,2,1,medium,58,34,blocked shot
m_160,p_28,open play,left foot,23.44,15.46,2,0,medium,51,48,missed chance
m_21,p_131,open play,left foot,13.47,11.97,1,0,low,58,54,goal
m_154,p_108,open play,left foot,12.72,-0.5,4,0,medium,91,29,missed chance
m_58,p_136,open play,head,10.97,2.24,5,1,low,75,26,missed chance
m_133,p_75,open play,right foot,12.97,-1.5,2,0,high,50,36,missed chance
m_165,p_55,open play,right foot,50.13,1,4,2,low,26,51,missed chance
m_54,p_71,penalty,left foot,10.97,0,1,0,low,82,52,goal
m_130,p_131,open play,right foot,4.49,-15.21,2,0,low,85,55,missed chance
m_66,p_156,open play,left foot,26.93,9.48,2,0,low,58,57,blocked shot
m_183,p_96,open play,head,1.75,-4.24,0,0,low,9,37,missed chance
m_220,p_124,open play,right foot,23.69,1,5,1,low,90,50,missed chance
m_196,p_56,open play,left foot,11.72,13.22,2,0,medium,65,32,missed chance
m_79,p_61,open play,left foot,23.44,10.23,3,0,low,69,4,saved by keeper
m_129,p_26,open play,left foot,23.94,0.5,4,0,low,6,50,missed chance
m_156,p_88,open play,right foot,21.2,4.49,2,0,medium,38,17,missed chance
m_30,p_121,open play,left foot,7.73,-4.74,1,0,medium,14,29,goal
m_234,p_105,free kick,left foot,18.95,16.71,5,0,low,89,29,blocked shot
m_144,p_113,open play,right foot,13.47,3.24,2,0,high,92,53,missed chance
m_16,p_13,open play,right foot,29.18,2,3,0,medium,59,39,saved by keeper
m_74,p_10,open play,right foot,12.47,14.96,4,1,medium,89,57,blocked shot
m_185,p_128,open play,right foot,1.5,12.47,2,0,medium,82,30,missed chance
m_46,p_37,open play,head,8.23,0.25,4,1,medium,23,39,missed chance
m_125,p_56,open play,right foot,13.47,7.48,3,0,medium,91,55,saved by keeper
m_179,p_25,open play,right foot,14.96,-9.73,1,0,medium,77,15,missed chance
m_62,p_132,open play,left foot,8.73,10.97,1,0,medium,45,49,goal
m_104,p_59,open play,head,12.22,-1.5,2,0,medium,38,6,blocked shot
m_157,p_105,open play,head,3.49,-0.75,2,0,medium,65,23,goal
m_122,p_120,open play,left foot,20.2,7.23,4,1,medium,70,45,missed chance
m_2,p_156,open play,left foot,9.23,15.21,3,0,high,7,10,blocked shot
m_151,p_45,free kick,right foot,20.7,10.72,6,3,low,92,6,missed chance
m_224,p_129,open play,right foot,12.22,9.98,2,0,low,19,59,missed chance
m_103,p_84,open play,right foot,6.73,-7.23,2,0,medium,58,13,saved by keeper
m_156,p_101,open play,left foot,13.47,1,5,2,high,64,24,missed chance
m_61,p_50,open play,right foot,14.71,8.23,3,1,high,62,16,missed chance
m_161,p_31,open play,right foot,7.73,1.25,2,0,medium,6,12,blocked shot
m_142,p_153,open play,right foot,14.46,-2.49,3,0,low,92,42,blocked shot
m_96,p_138,open play,right foot,4.74,7.23,4,0,medium,40,30,missed chance
m_206,p_157,open play,right foot,11.47,8.73,1,0,low,62,38,saved by keeper
m_202,p_117,free kick,right foot,23.94,1.25,6,2,low,86,31,goal
m_28,p_68,open play,right foot,25.94,6.24,4,0,medium,91,46,blocked shot
m_87,p_76,open play,right foot,30.43,3.74,4,2,low,64,39,missed chance
m_17,p_97,open play,right foot,6.73,-5.74,2,0,medium,58,0,missed chance
m_41,p_100,open play,right foot,2,10.47,2,0,high,11,42,saved by keeper
m_152,p_7,open play,left foot,13.47,-14.71,1,0,medium,36,4,saved by keeper
m_28,p_126,open play,right foot,15.71,-4.99,4,0,medium,89,14,blocked shot
m_62,p_53,open play,left foot,19.45,-12.72,3,0,medium,68,52,missed chance
m_217,p_92,open play,right foot,26.68,12.72,4,1,low,18,13,missed chance
m_222,p_46,open play,right foot,21.95,10.47,4,0,medium,84,8,blocked shot
m_47,p_83,open play,right foot,12.22,-4.74,1,0,medium,17,34,saved by keeper
m_21,p_40,open play,left foot,8.23,-15.21,4,0,medium,55,36,blocked shot
m_37,p_145,open play,left foot,8.98,12.47,2,0,medium,14,18,missed chance
m_132,p_19,open play,right foot,6.73,-13.47,2,0,medium,74,8,blocked shot
m_44,p_90,free kick,right foot,28.93,-3.49,7,3,low,44,31,saved by keeper
m_185,p_52,free kick,left foot,18.95,-17.96,4,0,low,63,45,missed chance
m_43,p_149,open play,right foot,25.19,-5.99,3,1,medium,63,1,missed chance
m_20,p_99,open play,right foot,14.46,12.72,3,1,medium,68,46,blocked shot
m_24,p_11,open play,right foot,20.7,19.7,4,1,low,2,0,saved by keeper
m_33,p_108,open play,head,2.74,7.23,2,0,medium,33,22,goal
m_151,p_147,open play,left foot,23.44,4.49,2,1,low,12,48,saved by keeper
m_101,p_144,open play,right foot,24.94,8.23,2,0,low,40,41,missed chance
m_221,p_30,open play,right foot,7.73,3.99,2,0,medium,39,15,blocked shot
m_90,p_139,open play,right foot,11.72,4.99,1,0,high,45,31,saved by keeper
m_32,p_80,open play,head,6.48,-1.25,1,0,low,23,48,goal
m_107,p_37,open play,right foot,25.69,-12.97,3,0,low,22,37,goal
m_76,p_78,open play,right foot,30.18,5.99,3,1,low,72,17,saved by keeper
m_141,p_132,open play,right foot,15.96,-8.73,2,0,medium,26,33,goal
m_164,p_67,open play,left foot,24.44,-1,3,1,high,65,10,missed chance
m_57,p_56,open play,right foot,9.23,4.24,1,0,medium,37,1,missed chance
m_174,p_130,open play,right foot,13.72,-2.24,4,0,high,40,7,blocked shot
m_235,p_75,free kick,right foot,19.7,6.48,6,0,low,8,17,saved by keeper
m_89,p_11,open play,right foot,22.69,5.99,3,0,low,18,46,saved by keeper
m_197,p_11,open play,left foot,14.22,1,3,0,high,11,15,blocked shot
m_24,p_77,open play,head,6.24,-2.74,1,0,medium,14,40,missed chance
m_165,p_66,open play,right foot,5.99,-7.23,2,0,high,77,52,missed chance
m_81,p_114,open play,right foot,7.23,-15.21,1,0,low,81,25,saved by keeper
m_27,p_118,open play,right foot,22.2,-9.73,2,0,medium,79,56,missed chance
m_10,p_126,open play,right foot,20.95,19.95,2,0,medium,26,8,saved by keeper
m_52,p_160,open play,right foot,12.47,-5.99,2,0,medium,87,53,missed chance
m_208,p_92,open play,right foot,4.99,17.96,2,0,medium,39,35,missed chance
m_144,p_11,open play,head,4.49,9.73,2,0,high,23,55,missed chance
m_35,p_30,open play,left foot,23.44,-2.99,3,1,low,4,17,saved by keeper
m_85,p_85,open play,right foot,8.23,-14.71,2,0,medium,30,13,goal
m_240,p_99,free kick,left foot,26.19,-8.73,6,2,low,66,15,missed chance
m_24,p_76,open play,left foot,19.45,12.47,3,0,low,71,34,saved by keeper
m_214,p_33,open play,head,8.98,1,1,0,medium,85,26,missed chance
m_82,p_92,open play,right foot,9.48,6.24,1,0,medium,25,2,missed chance
m_197,p_149,open play,left foot,24.44,1.75,5,2,low,43,21,missed chance
m_184,p_102,open play,head,13.47,-2.49,3,0,medium,30,23,saved by keeper
m_170,p_9,free kick,right foot,21.95,0.25,7,3,low,92,32,missed chance
m_235,p_92,open play,right foot,8.73,-3.24,2,0,high,43,31,blocked shot
m_110,p_109,free kick,right foot,17.71,0.5,8,3,low,67,51,missed chance
m_130,p_144,open play,left foot,7.73,10.47,2,0,medium,91,36,saved by keeper
m_140,p_87,open play,right foot,4.24,-7.98,1,0,medium,20,40,saved by keeper
m_147,p_146,open play,left foot,17.71,7.73,4,1,medium,41,56,saved by keeper
m_193,p_133,open play,right foot,12.22,-3.99,3,0,medium,42,21,goal
m_198,p_15,open play,right foot,33.92,4.49,4,1,medium,20,1,missed chance
m_175,p_71,open play,right foot,7.23,-13.22,2,0,medium,10,27,goal
m_231,p_101,open play,left foot,18.45,-13.47,3,0,medium,31,23,saved by keeper
m_91,p_110,open play,right foot,9.73,8.98,2,0,medium,92,25,saved by keeper
m_205,p_131,open play,left foot,15.46,-14.22,2,0,medium,80,27,missed chance
m_134,p_140,open play,right foot,14.46,20.95,2,0,low,20,23,saved by keeper
m_133,p_125,open play,right foot,8.73,10.23,1,0,medium,87,3,saved by keeper
m_109,p_37,open play,right foot,11.97,0.75,2,0,medium,92,0,saved by keeper
m_164,p_145,open play,head,7.98,-7.73,2,0,low,26,7,missed chance
m_113,p_113,open play,right foot,3.24,0.25,1,0,low,57,57,goal
m_112,p_118,open play,right foot,18.7,-15.71,2,0,medium,5,9,saved by keeper
m_174,p_86,open play,left foot,24.69,-2.49,3,1,medium,65,38,missed chance
m_106,p_31,open play,right foot,14.22,-13.47,4,0,medium,24,58,blocked shot
m_187,p_7,open play,right foot,9.48,-9.98,2,0,high,17,32,saved by keeper
m_126,p_78,open play,right foot,23.44,-2.49,3,0,low,46,21,saved by keeper
m_6,p_68,open play,left foot,3.99,6.73,1,0,medium,33,18,goal
m_50,p_134,open play,head,10.97,6.73,2,0,high,87,57,missed chance
m_84,p_132,open play,right foot,12.22,-8.23,1,0,medium,33,6,saved by keeper
m_13,p_76,open play,left foot,22.2,17.21,2,0,medium,80,19,missed chance
m_154,p_8,open play,right foot,4.24,-2.49,2,0,medium,40,39,goal
